readID	seqID	taxID	score	2ndBestScore	hitLength	queryLength	numMatches
90	NC_000020.11	9606	169	0	28	471	1
93	unclassified	0	0	0	0	378	1
95	unclassified	0	0	0	0	291	1
94	unclassified	0	0	0	0	462	1
96	unclassified	0	0	0	0	417	1
97	unclassified	0	0	0	0	441	1
98	unclassified	0	0	0	0	441	1
99	unclassified	0	0	0	0	438	1
100	unclassified	0	0	0	0	204	1
102	unclassified	0	0	0	0	189	1
101	unclassified	0	0	0	0	264	1
105	unclassified	0	0	0	0	114	1
104	unclassified	0	0	0	0	294	1
108	unclassified	0	0	0	0	132	1
107	unclassified	0	0	0	0	477	1
109	unclassified	0	0	0	0	372	1
110	unclassified	0	0	0	0	180	1
106	unclassified	0	0	0	0	933	1
112	unclassified	0	0	0	0	294	1
114	unclassified	0	0	0	0	126	1
113	unclassified	0	0	0	0	339	1
115	unclassified	0	0	0	0	321	1
116	unclassified	0	0	0	0	174	1
111	unclassified	0	0	0	0	915	1
117	unclassified	0	0	0	0	219	1
118	unclassified	0	0	0	0	414	1
103	NC_000018.10	9606	64	0	23	2121	1
120	unclassified	0	0	0	0	423	1
122	unclassified	0	0	0	0	237	1
121	unclassified	0	0	0	0	384	1
123	unclassified	0	0	0	0	696	1
126	unclassified	0	0	0	0	174	1
127	unclassified	0	0	0	0	237	1
119	unclassified	0	0	0	0	1629	1
124	unclassified	0	0	0	0	966	1
128	unclassified	0	0	0	0	243	1
130	unclassified	0	0	0	0	204	1
131	unclassified	0	0	0	0	153	1
132	unclassified	0	0	0	0	432	1
129	unclassified	0	0	0	0	864	1
134	unclassified	0	0	0	0	261	1
136	unclassified	0	0	0	0	123	1
133	unclassified	0	0	0	0	786	1
135	unclassified	0	0	0	0	510	1
137	unclassified	0	0	0	0	546	1
125	unclassified	0	0	0	0	2409	1
138	NC_000012.12	9606	121	121	26	348	5
138	NC_000010.11	9606	121	121	26	348	5
138	NC_000014.9	9606	121	121	26	348	5
138	NC_000003.12	9606	121	121	26	348	5
138	NC_000011.10	9606	121	121	26	348	5
142	unclassified	0	0	0	0	207	1
139	NT_187663.1	9606	64	64	23	861	2
139	NC_000017.11	9606	64	64	23	861	2
141	unclassified	0	0	0	0	747	1
140	NC_000019.10	9606	225	225	30	1269	2
140	NW_003315962.1	9606	225	225	30	1269	2
145	unclassified	0	0	0	0	477	1
143	unclassified	0	0	0	0	1032	1
146	unclassified	0	0	0	0	231	1
144	unclassified	0	0	0	0	855	1
147	unclassified	0	0	0	0	414	1
150	unclassified	0	0	0	0	291	1
149	unclassified	0	0	0	0	738	1
151	unclassified	0	0	0	0	498	1
148	unclassified	0	0	0	0	858	1
153	unclassified	0	0	0	0	354	1
156	unclassified	0	0	0	0	240	1
152	unclassified	0	0	0	0	1608	1
154	unclassified	0	0	0	0	1161	1
157	unclassified	0	0	0	0	831	1
155	cid|1229909	1229909	361	0	34	1407	1
159	unclassified	0	0	0	0	432	1
161	unclassified	0	0	0	0	123	1
158	unclassified	0	0	0	0	558	1
160	unclassified	0	0	0	0	396	1
165	unclassified	0	0	0	0	177	1
162	unclassified	0	0	0	0	306	1
166	unclassified	0	0	0	0	201	1
164	cid|1006576	1006576	81	0	24	357	1
163	unclassified	0	0	0	0	642	1
169	unclassified	0	0	0	0	249	1
168	unclassified	0	0	0	0	297	1
171	unclassified	0	0	0	0	138	1
172	unclassified	0	0	0	0	126	1
174	unclassified	0	0	0	0	162	1
173	unclassified	0	0	0	0	159	1
176	unclassified	0	0	0	0	162	1
175	unclassified	0	0	0	0	345	1
167	unclassified	0	0	0	0	1173	1
170	unclassified	0	0	0	0	1005	1
179	unclassified	0	0	0	0	174	1
180	unclassified	0	0	0	0	129	1
181	unclassified	0	0	0	0	156	1
183	unclassified	0	0	0	0	354	1
177	unclassified	0	0	0	0	1023	1
182	unclassified	0	0	0	0	468	1
178	unclassified	0	0	0	0	1026	1
184	unclassified	0	0	0	0	195	1
186	unclassified	0	0	0	0	129	1
185	unclassified	0	0	0	0	261	1
187	NC_000001.11	9606	64	0	23	102	1
188	unclassified	0	0	0	0	225	1
189	unclassified	0	0	0	0	234	1
190	cid|32054	32054	64	0	23	312	1
194	unclassified	0	0	0	0	324	1
195	unclassified	0	0	0	0	231	1
191	cid|241425	241425	256	81	31	834	1
192	unclassified	0	0	0	0	885	1
196	unclassified	0	0	0	0	420	1
199	unclassified	0	0	0	0	90	1
193	NC_000004.12	9606	484	484	37	1233	2
193	NC_000013.11	9606	484	484	37	1233	2
197	unclassified	0	0	0	0	684	1
200	unclassified	0	0	0	0	528	1
198	unclassified	0	0	0	0	1026	1
201	unclassified	0	0	0	0	420	1
203	unclassified	0	0	0	0	483	1
202	unclassified	0	0	0	0	780	1
204	cid|339	339	121	0	26	867	1
206	unclassified	0	0	0	0	723	1
208	unclassified	0	0	0	0	234	1
207	unclassified	0	0	0	0	771	1
209	unclassified	0	0	0	0	270	1
211	unclassified	0	0	0	0	252	1
213	unclassified	0	0	0	0	153	1
214	unclassified	0	0	0	0	336	1
210	unclassified	0	0	0	0	759	1
205	unclassified	0	0	0	0	1929	1
212	unclassified	0	0	0	0	939	1
216	unclassified	0	0	0	0	708	1
215	unclassified	0	0	0	0	801	1
217	unclassified	0	0	0	0	609	1
218	unclassified	0	0	0	0	1170	1
220	unclassified	0	0	0	0	1005	1
219	unclassified	0	0	0	0	1026	1
221	unclassified	0	0	0	0	1296	1
222	unclassified	0	0	0	0	786	1
224	cid|755731	755731	64	0	23	807	1
225	unclassified	0	0	0	0	522	1
226	unclassified	0	0	0	0	360	1
227	unclassified	0	0	0	0	165	1
230	unclassified	0	0	0	0	243	1
228	unclassified	0	0	0	0	405	1
229	unclassified	0	0	0	0	507	1
223	unclassified	0	0	0	0	1491	1
232	unclassified	0	0	0	0	189	1
235	unclassified	0	0	0	0	312	1
236	unclassified	0	0	0	0	78	1
237	unclassified	0	0	0	0	336	1
238	unclassified	0	0	0	0	306	1
239	unclassified	0	0	0	0	195	1
234	NC_000018.10	9606	64	0	23	1287	1
240	unclassified	0	0	0	0	234	1
231	unclassified	0	0	0	0	1692	1
233	unclassified	0	0	0	0	1554	1
241	unclassified	0	0	0	0	240	1
242	unclassified	0	0	0	0	186	1
243	unclassified	0	0	0	0	216	1
245	unclassified	0	0	0	0	189	1
244	unclassified	0	0	0	0	240	1
249	unclassified	0	0	0	0	213	1
247	unclassified	0	0	0	0	366	1
250	unclassified	0	0	0	0	156	1
246	unclassified	0	0	0	0	585	1
252	unclassified	0	0	0	0	387	1
253	unclassified	0	0	0	0	396	1
251	unclassified	0	0	0	0	648	1
248	unclassified	0	0	0	0	1176	1
254	unclassified	0	0	0	0	462	1
256	unclassified	0	0	0	0	279	1
259	unclassified	0	0	0	0	198	1
255	NC_000018.10	9606	64	0	23	843	1
257	cid|84023	84023	144	144	27	621	3
257	cid|217159	217159	144	144	27	621	3
257	cid|1538	1538	144	144	27	621	3
260	unclassified	0	0	0	0	807	1
262	unclassified	0	0	0	0	531	1
258	unclassified	0	0	0	0	1440	1
261	unclassified	0	0	0	0	972	1
263	unclassified	0	0	0	0	591	1
264	unclassified	0	0	0	0	576	1
267	unclassified	0	0	0	0	165	1
268	unclassified	0	0	0	0	243	1
266	unclassified	0	0	0	0	447	1
265	unclassified	0	0	0	0	594	1
269	unclassified	0	0	0	0	336	1
270	unclassified	0	0	0	0	486	1
273	unclassified	0	0	0	0	339	1
275	unclassified	0	0	0	0	276	1
272	unclassified	0	0	0	0	819	1
274	unclassified	0	0	0	0	534	1
271	unclassified	0	0	0	0	1029	1
278	unclassified	0	0	0	0	171	1
279	unclassified	0	0	0	0	255	1
277	unclassified	0	0	0	0	534	1
276	unclassified	0	0	0	0	696	1
280	unclassified	0	0	0	0	516	1
284	unclassified	0	0	0	0	114	1
282	unclassified	0	0	0	0	504	1
283	unclassified	0	0	0	0	564	1
281	unclassified	0	0	0	0	819	1
287	unclassified	0	0	0	0	210	1
286	unclassified	0	0	0	0	486	1
285	unclassified	0	0	0	0	624	1
291	unclassified	0	0	0	0	399	1
290	unclassified	0	0	0	0	411	1
292	unclassified	0	0	0	0	81	1
288	unclassified	0	0	0	0	777	1
293	unclassified	0	0	0	0	531	1
294	unclassified	0	0	0	0	534	1
295	unclassified	0	0	0	0	657	1
297	unclassified	0	0	0	0	330	1
298	NC_000005.10	9606	81	0	24	333	1
296	unclassified	0	0	0	0	858	1
299	cid|1076588	1076588	64	0	23	492	1
289	unclassified	0	0	0	0	1986	1
302	unclassified	0	0	0	0	393	1
301	unclassified	0	0	0	0	564	1
300	cid|1413	1413	81	0	24	891	1
304	unclassified	0	0	0	0	651	1
305	unclassified	0	0	0	0	609	1
306	unclassified	0	0	0	0	684	1
303	unclassified	0	0	0	0	1470	1
309	unclassified	0	0	0	0	414	1
307	unclassified	0	0	0	0	591	1
310	unclassified	0	0	0	0	168	1
312	unclassified	0	0	0	0	168	1
311	unclassified	0	0	0	0	210	1
314	unclassified	0	0	0	0	177	1
308	unclassified	0	0	0	0	987	1
313	unclassified	0	0	0	0	699	1
316	unclassified	0	0	0	0	882	1
317	unclassified	0	0	0	0	768	1
315	cid|28903	28903	144	0	27	1146	1
318	unclassified	0	0	0	0	1191	1
321	unclassified	0	0	0	0	630	1
320	unclassified	0	0	0	0	780	1
319	unclassified	0	0	0	0	1071	1
324	unclassified	0	0	0	0	309	1
322	unclassified	0	0	0	0	441	1
323	unclassified	0	0	0	0	705	1
328	unclassified	0	0	0	0	231	1
325	unclassified	0	0	0	0	669	1
329	unclassified	0	0	0	0	330	1
331	unclassified	0	0	0	0	351	1
327	unclassified	0	0	0	0	1149	1
330	unclassified	0	0	0	0	798	1
332	unclassified	0	0	0	0	447	1
326	unclassified	0	0	0	0	2208	1
336	unclassified	0	0	0	0	237	1
333	NC_000004.12	9606	64	0	23	1227	1
334	unclassified	0	0	0	0	1245	1
335	unclassified	0	0	0	0	1266	1
340	unclassified	0	0	0	0	171	1
339	unclassified	0	0	0	0	633	1
341	unclassified	0	0	0	0	141	1
338	unclassified	0	0	0	0	864	1
343	cid|1580092	1580092	64	0	23	333	1
344	unclassified	0	0	0	0	303	1
337	unclassified	0	0	0	0	1185	1
345	unclassified	0	0	0	0	288	1
342	unclassified	0	0	0	0	924	1
346	unclassified	0	0	0	0	531	1
349	unclassified	0	0	0	0	291	1
350	unclassified	0	0	0	0	270	1
348	unclassified	0	0	0	0	810	1
347	NC_000012.12	9606	64	0	23	1161	1
351	unclassified	0	0	0	0	495	1
353	unclassified	0	0	0	0	258	1
354	unclassified	0	0	0	0	180	1
355	unclassified	0	0	0	0	261	1
356	unclassified	0	0	0	0	411	1
359	unclassified	0	0	0	0	243	1
352	unclassified	0	0	0	0	1212	1
360	unclassified	0	0	0	0	117	1
361	unclassified	0	0	0	0	99	1
362	unclassified	0	0	0	0	219	1
364	unclassified	0	0	0	0	411	1
363	unclassified	0	0	0	0	888	1
357	cid|328515	328515	121	0	26	1626	1
365	unclassified	0	0	0	0	522	1
366	unclassified	0	0	0	0	483	1
368	unclassified	0	0	0	0	360	1
358	cid|1492	1492	169	0	28	1815	1
367	unclassified	0	0	0	0	723	1
369	unclassified	0	0	0	0	507	1
372	NC_000011.10	9606	100	0	25	267	1
374	unclassified	0	0	0	0	372	1
373	unclassified	0	0	0	0	741	1
371	unclassified	0	0	0	0	1218	1
377	unclassified	0	0	0	0	186	1
370	unclassified	0	0	0	0	1566	1
375	unclassified	0	0	0	0	744	1
378	unclassified	0	0	0	0	618	1
379	cid|33992	33992	64	64	23	429	2
379	cid|35791	35791	64	64	23	429	2
380	unclassified	0	0	0	0	570	1
382	unclassified	0	0	0	0	117	1
384	unclassified	0	0	0	0	240	1
381	unclassified	0	0	0	0	402	1
383	unclassified	0	0	0	0	342	1
387	unclassified	0	0	0	0	276	1
388	unclassified	0	0	0	0	234	1
385	unclassified	0	0	0	0	783	1
390	unclassified	0	0	0	0	276	1
386	unclassified	0	0	0	0	1299	1
389	unclassified	0	0	0	0	870	1
391	unclassified	0	0	0	0	498	1
394	unclassified	0	0	0	0	84	1
392	cid|244366	244366	100	0	25	396	1
393	unclassified	0	0	0	0	537	1
395	unclassified	0	0	0	0	336	1
396	unclassified	0	0	0	0	282	1
376	unclassified	0	0	0	0	3228	1
397	unclassified	0	0	0	0	177	1
401	unclassified	0	0	0	0	219	1
398	unclassified	0	0	0	0	567	1
399	unclassified	0	0	0	0	474	1
404	unclassified	0	0	0	0	615	1
400	unclassified	0	0	0	0	1143	1
403	unclassified	0	0	0	0	897	1
406	unclassified	0	0	0	0	204	1
402	unclassified	0	0	0	0	1143	1
409	unclassified	0	0	0	0	1116	1
408	cid|1580092	1580092	225	81	30	1137	1
407	unclassified	0	0	0	0	1425	1
405	unclassified	0	0	0	0	1689	1
410	unclassified	0	0	0	0	828	1
412	unclassified	0	0	0	0	1185	1
414	unclassified	0	0	0	0	846	1
415	unclassified	0	0	0	0	432	1
413	unclassified	0	0	0	0	1698	1
417	unclassified	0	0	0	0	324	1
411	unclassified	0	0	0	0	2202	1
418	unclassified	0	0	0	0	483	1
420	unclassified	0	0	0	0	399	1
416	unclassified	0	0	0	0	1101	1
421	unclassified	0	0	0	0	720	1
423	unclassified	0	0	0	0	426	1
422	cid|979	979	256	0	31	624	1
424	unclassified	0	0	0	0	447	1
419	cid|1124597	1124597	144	100	27	1644	1
426	unclassified	0	0	0	0	618	1
425	unclassified	0	0	0	0	795	1
428	unclassified	0	0	0	0	297	1
427	unclassified	0	0	0	0	654	1
430	unclassified	0	0	0	0	405	1
429	unclassified	0	0	0	0	720	1
431	unclassified	0	0	0	0	723	1
432	unclassified	0	0	0	0	816	1
435	unclassified	0	0	0	0	204	1
433	unclassified	0	0	0	0	753	1
436	unclassified	0	0	0	0	552	1
437	unclassified	0	0	0	0	657	1
438	unclassified	0	0	0	0	1257	1
440	unclassified	0	0	0	0	636	1
434	unclassified	0	0	0	0	1878	1
442	unclassified	0	0	0	0	129	1
439	unclassified	0	0	0	0	1266	1
443	unclassified	0	0	0	0	840	1
446	unclassified	0	0	0	0	162	1
441	unclassified	0	0	0	0	1032	1
447	unclassified	0	0	0	0	426	1
445	cid|28187	28187	64	0	23	1182	1
449	NC_000004.12	9606	64	0	23	450	1
450	unclassified	0	0	0	0	627	1
444	NC_000022.11	9606	181	0	49	1983	1
452	unclassified	0	0	0	0	153	1
451	unclassified	0	0	0	0	624	1
448	unclassified	0	0	0	0	1542	1
454	unclassified	0	0	0	0	444	1
453	unclassified	0	0	0	0	513	1
455	unclassified	0	0	0	0	468	1
457	unclassified	0	0	0	0	426	1
456	unclassified	0	0	0	0	606	1
459	unclassified	0	0	0	0	207	1
462	cid|217159	217159	64	0	23	105	1
458	unclassified	0	0	0	0	906	1
463	unclassified	0	0	0	0	300	1
461	unclassified	0	0	0	0	468	1
460	NC_000001.11	9606	81	0	24	708	1
467	unclassified	0	0	0	0	339	1
466	unclassified	0	0	0	0	666	1
469	unclassified	0	0	0	0	273	1
465	unclassified	0	0	0	0	1119	1
468	unclassified	0	0	0	0	675	1
470	unclassified	0	0	0	0	549	1
464	cid|1156433	1156433	64	64	23	1374	3
464	species	9606	64	64	23	1374	3
464	cid|1156431	1156431	64	64	23	1374	3
472	unclassified	0	0	0	0	537	1
471	unclassified	0	0	0	0	597	1
476	unclassified	0	0	0	0	168	1
475	unclassified	0	0	0	0	900	1
473	unclassified	0	0	0	0	1185	1
474	unclassified	0	0	0	0	1155	1
480	unclassified	0	0	0	0	279	1
481	unclassified	0	0	0	0	93	1
477	unclassified	0	0	0	0	1284	1
479	unclassified	0	0	0	0	561	1
478	unclassified	0	0	0	0	978	1
482	unclassified	0	0	0	0	918	1
484	unclassified	0	0	0	0	1101	1
483	unclassified	0	0	0	0	1323	1
485	unclassified	0	0	0	0	1302	1
486	unclassified	0	0	0	0	855	1
489	unclassified	0	0	0	0	102	1
487	unclassified	0	0	0	0	846	1
488	unclassified	0	0	0	0	879	1
491	cid|2188	2188	144	0	27	732	1
493	unclassified	0	0	0	0	447	1
490	unclassified	0	0	0	0	1050	1
492	unclassified	0	0	0	0	777	1
494	unclassified	0	0	0	0	504	1
495	unclassified	0	0	0	0	309	1
499	unclassified	0	0	0	0	312	1
497	unclassified	0	0	0	0	714	1
496	unclassified	0	0	0	0	891	1
501	unclassified	0	0	0	0	378	1
502	unclassified	0	0	0	0	462	1
498	unclassified	0	0	0	0	1122	1
500	cid|84378	84378	64	0	23	819	1
506	unclassified	0	0	0	0	231	1
504	unclassified	0	0	0	0	606	1
507	unclassified	0	0	0	0	954	1
503	unclassified	0	0	0	0	1554	1
505	unclassified	0	0	0	0	987	1
508	unclassified	0	0	0	0	144	1
510	unclassified	0	0	0	0	309	1
512	unclassified	0	0	0	0	168	1
513	unclassified	0	0	0	0	240	1
509	unclassified	0	0	0	0	726	1
514	unclassified	0	0	0	0	477	1
516	unclassified	0	0	0	0	231	1
511	unclassified	0	0	0	0	1104	1
519	unclassified	0	0	0	0	264	1
520	unclassified	0	0	0	0	219	1
518	unclassified	0	0	0	0	1074	1
515	unclassified	0	0	0	0	1575	1
517	unclassified	0	0	0	0	1335	1
522	unclassified	0	0	0	0	165	1
523	unclassified	0	0	0	0	333	1
525	unclassified	0	0	0	0	327	1
524	unclassified	0	0	0	0	489	1
521	unclassified	0	0	0	0	1302	1
528	unclassified	0	0	0	0	336	1
527	unclassified	0	0	0	0	597	1
526	unclassified	0	0	0	0	747	1
530	unclassified	0	0	0	0	258	1
531	unclassified	0	0	0	0	219	1
529	unclassified	0	0	0	0	573	1
533	unclassified	0	0	0	0	354	1
534	unclassified	0	0	0	0	336	1
536	unclassified	0	0	0	0	150	1
532	unclassified	0	0	0	0	762	1
538	unclassified	0	0	0	0	426	1
540	unclassified	0	0	0	0	159	1
535	unclassified	0	0	0	0	906	1
539	cid|1842535	1842535	100	100	25	234	2
539	cid|1208324	1208324	100	100	25	234	2
542	unclassified	0	0	0	0	468	1
543	unclassified	0	0	0	0	441	1
544	unclassified	0	0	0	0	189	1
541	unclassified	0	0	0	0	666	1
547	unclassified	0	0	0	0	189	1
545	unclassified	0	0	0	0	501	1
546	unclassified	0	0	0	0	366	1
548	unclassified	0	0	0	0	258	1
537	unclassified	0	0	0	0	1842	1
552	unclassified	0	0	0	0	324	1
551	unclassified	0	0	0	0	603	1
550	unclassified	0	0	0	0	795	1
549	unclassified	0	0	0	0	930	1
556	cid|93466	93466	169	0	28	456	1
553	unclassified	0	0	0	0	1143	1
555	unclassified	0	0	0	0	1056	1
557	unclassified	0	0	0	0	651	1
554	unclassified	0	0	0	0	1512	1
561	unclassified	0	0	0	0	513	1
558	NC_022098.1	1349410	100	0	25	1395	1
563	unclassified	0	0	0	0	165	1
564	unclassified	0	0	0	0	93	1
560	cid|198252	198252	64	0	23	1248	1
559	unclassified	0	0	0	0	1716	1
565	unclassified	0	0	0	0	267	1
568	unclassified	0	0	0	0	423	1
562	unclassified	0	0	0	0	1440	1
567	unclassified	0	0	0	0	813	1
566	unclassified	0	0	0	0	1173	1
570	unclassified	0	0	0	0	654	1
569	unclassified	0	0	0	0	711	1
573	unclassified	0	0	0	0	258	1
574	unclassified	0	0	0	0	345	1
572	unclassified	0	0	0	0	462	1
575	unclassified	0	0	0	0	345	1
571	unclassified	0	0	0	0	1008	1
579	unclassified	0	0	0	0	204	1
576	unclassified	0	0	0	0	636	1
578	unclassified	0	0	0	0	462	1
577	unclassified	0	0	0	0	822	1
583	unclassified	0	0	0	0	321	1
584	unclassified	0	0	0	0	294	1
581	unclassified	0	0	0	0	858	1
580	cid|31899	31899	169	169	28	1296	2
580	cid|413888	413888	169	169	28	1296	2
587	unclassified	0	0	0	0	228	1
585	unclassified	0	0	0	0	1005	1
586	unclassified	0	0	0	0	1038	1
588	unclassified	0	0	0	0	516	1
589	unclassified	0	0	0	0	462	1
590	unclassified	0	0	0	0	435	1
582	unclassified	0	0	0	0	2688	1
591	unclassified	0	0	0	0	852	1
593	unclassified	0	0	0	0	1068	1
594	cid|98228	98228	64	0	23	711	1
596	unclassified	0	0	0	0	429	1
598	unclassified	0	0	0	0	219	1
597	unclassified	0	0	0	0	816	1
600	unclassified	0	0	0	0	105	1
599	unclassified	0	0	0	0	1014	1
601	unclassified	0	0	0	0	606	1
602	unclassified	0	0	0	0	204	1
603	unclassified	0	0	0	0	147	1
595	unclassified	0	0	0	0	2439	1
605	unclassified	0	0	0	0	168	1
592	unclassified	0	0	0	0	3492	1
607	unclassified	0	0	0	0	720	1
608	NC_000014.9	9606	64	0	23	561	1
609	unclassified	0	0	0	0	174	1
610	unclassified	0	0	0	0	273	1
604	unclassified	0	0	0	0	1455	1
611	unclassified	0	0	0	0	285	1
613	unclassified	0	0	0	0	351	1
612	unclassified	0	0	0	0	480	1
614	unclassified	0	0	0	0	501	1
616	unclassified	0	0	0	0	189	1
618	unclassified	0	0	0	0	93	1
606	unclassified	0	0	0	0	1986	1
617	unclassified	0	0	0	0	339	1
615	unclassified	0	0	0	0	549	1
619	unclassified	0	0	0	0	288	1
621	unclassified	0	0	0	0	264	1
622	unclassified	0	0	0	0	237	1
624	unclassified	0	0	0	0	159	1
626	unclassified	0	0	0	0	66	1
625	unclassified	0	0	0	0	435	1
623	unclassified	0	0	0	0	675	1
620	unclassified	0	0	0	0	1077	1
630	unclassified	0	0	0	0	126	1
628	NC_000005.10	9606	81	0	24	549	1
627	unclassified	0	0	0	0	984	1
632	unclassified	0	0	0	0	213	1
634	unclassified	0	0	0	0	198	1
633	unclassified	0	0	0	0	399	1
629	unclassified	0	0	0	0	1128	1
637	unclassified	0	0	0	0	201	1
631	unclassified	0	0	0	0	1101	1
639	unclassified	0	0	0	0	231	1
638	unclassified	0	0	0	0	438	1
635	unclassified	0	0	0	0	945	1
642	unclassified	0	0	0	0	141	1
636	unclassified	0	0	0	0	1200	1
641	unclassified	0	0	0	0	579	1
643	cid|1617448	1617448	100	0	25	1077	1
640	NC_000006.12	9606	144	0	27	1425	1
645	unclassified	0	0	0	0	903	1
646	unclassified	0	0	0	0	513	1
647	unclassified	0	0	0	0	567	1
644	cid|84022	84022	100	100	25	1779	2
644	cid|851	851	100	100	25	1779	2
650	unclassified	0	0	0	0	804	1
649	unclassified	0	0	0	0	1407	1
648	unclassified	0	0	0	0	1665	1
652	unclassified	0	0	0	0	666	1
651	unclassified	0	0	0	0	1602	1
653	unclassified	0	0	0	0	975	1
656	unclassified	0	0	0	0	579	1
654	unclassified	0	0	0	0	1641	1
655	cid|1496	1496	196	0	29	1506	1
659	unclassified	0	0	0	0	228	1
658	unclassified	0	0	0	0	846	1
660	cid|45658	45658	64	0	23	516	1
657	unclassified	0	0	0	0	1824	1
662	unclassified	0	0	0	0	621	1
664	unclassified	0	0	0	0	177	1
663	cid|1410606	1410606	100	0	25	564	1
661	unclassified	0	0	0	0	1113	1
666	unclassified	0	0	0	0	267	1
665	unclassified	0	0	0	0	840	1
669	unclassified	0	0	0	0	597	1
668	unclassified	0	0	0	0	873	1
667	unclassified	0	0	0	0	954	1
672	unclassified	0	0	0	0	93	1
670	unclassified	0	0	0	0	570	1
675	unclassified	0	0	0	0	261	1
674	unclassified	0	0	0	0	507	1
671	unclassified	0	0	0	0	924	1
676	unclassified	0	0	0	0	579	1
677	unclassified	0	0	0	0	576	1
673	cid|1789224	1789224	64	64	23	1131	2
673	cid|35703	35703	64	64	23	1131	2
679	unclassified	0	0	0	0	822	1
680	unclassified	0	0	0	0	753	1
682	unclassified	0	0	0	0	234	1
681	unclassified	0	0	0	0	894	1
678	unclassified	0	0	0	0	1500	1
685	unclassified	0	0	0	0	207	1
687	unclassified	0	0	0	0	108	1
688	unclassified	0	0	0	0	198	1
686	unclassified	0	0	0	0	663	1
684	unclassified	0	0	0	0	1008	1
683	unclassified	0	0	0	0	1251	1
689	unclassified	0	0	0	0	855	1
691	unclassified	0	0	0	0	591	1
690	unclassified	0	0	0	0	1092	1
693	unclassified	0	0	0	0	633	1
694	unclassified	0	0	0	0	564	1
692	unclassified	0	0	0	0	1044	1
698	unclassified	0	0	0	0	129	1
