items	num_genomes_gene_cluster_has_hits	num_genes_in_gene_cluster	max_num_paralogs	SCG	functional_homogeneity_index	geometric_homogeneity_index	combined_homogeneity_index	ECGs_and_EAGs!EAG	ECGs_and_EAGs!ECG	ECGs_and_EAGs!NA	EAG_ECG_ratio
GC_00000037	7	17	3	0	0.631905337949638	0.649356394724926	0.640512022788455	0	17	0	0.0
GC_00000038	11	17	5	0	0.738101985232765	0.673863515914633	0.704521460996516	0	17	0	0.0
GC_00000039	11	17	2	0	0.656565138618261	0.768632210165618	0.708192607914228	0	17	0	0.0
GC_00000040	8	17	5	0	0.796392247169449	0.668906647741413	0.727103623965776	0	17	0	0.0
GC_00000041	8	17	4	0	0.753763440860215	0.705980543544613	0.729089935451276	0	17	0	0.0
GC_00000042	9	17	4	0	0.62621359223301	0.71631352070475	0.668240154918036	0	17	0	0.0
GC_00000043	6	17	4	0	0.663067001858127	0.738769064651537	0.698873998845927	1	16	0	0.0588235294117647
GC_00000044	7	16	5	0	0.738006006963825	0.740637939958592	0.739319631088218	1	15	0	0.0625
GC_00000045	12	16	4	0	0.734159887359199	0.699505183405288	0.716413696794828	0	16	0	0.0
GC_00000046	10	16	4	0	0.669916937522571	0.667779985235367	0.668846754503144	0	16	0	0.0
GC_00000047	10	16	2	0	0.699933880056449	0.728103646013283	0.713740921696814	0	16	0	0.0
GC_00000048	11	16	3	0	0.763804028060647	0.738856396217022	0.751123117999484	0	16	0	0.0
GC_00000049	9	16	4	0	0.735993328810493	0.758857402759842	0.747250510240557	0	16	0	0.0
GC_00000050	9	16	4	0	0.69969169870209	0.755168267069465	0.7263722695284	0	16	0	0.0
GC_00000051	12	16	3	0	0.858826776350347	0.891092451523546	0.874662150551837	0	16	0	0.0
GC_00000052	8	16	4	0	0.621344163352794	0.677386594448205	0.648156216006567	0	16	0	0.0
GC_00000053	11	16	2	0	0.706456360650996	0.721437496419774	0.713868339210341	0	16	0	0.0
GC_00000054	11	16	3	0	0.807048108075066	0.851363984767065	0.82861394481512	0	16	0	0.0
GC_00000055	10	16	3	0	0.577191889834614	0.721563852813852	0.641353551196118	0	16	0	0.0
GC_00000056	4	16	9	0	0.727726800796925	0.623750312730913	0.671738818269524	0	16	0	0.0
GC_00000057	12	16	2	0	0.730744903420425	0.662765385442593	0.695097024322375	0	16	0	0.0
GC_00000058	12	16	2	0	0.837990094516466	0.683662840019703	0.753000470636412	1	15	0	0.0625
GC_00000059	11	16	2	0	0.823626443344753	0.689406673314204	0.750563302426252	0	16	0	0.0
GC_00000060	6	15	5	0	0.767621515282376	0.700985797827903	0.732791911788164	0	15	0	0.0
GC_00000061	3	15	10	0	0.745792791138853	0.633235166562071	0.684920446580279	1	14	0	0.0666666666666667
GC_00000062	10	15	3	0	0.962490684772708	0.745676794807228	0.840323887947594	0	15	0	0.0
GC_00000063	11	15	3	0	0.721591968933883	0.68917021179269	0.705008536310419	0	15	0	0.0
GC_00000064	7	15	4	0	0.632321423726974	0.702027776145424	0.665353871311357	0	15	0	0.0
GC_00000065	10	15	2	0	0.772548398172358	0.841970289744208	0.805766825145871	0	15	0	0.0
GC_00000066	11	15	2	0	0.827243716160493	0.644438972191022	0.724487818486339	0	15	0	0.0
GC_00000067	7	15	4	0	0.699612747362063	0.733484567103127	0.71614837032919	0	15	0	0.0
GC_00000068	4	15	5	0	0.683154121863799	0.612637655959244	0.645977150095312	0	15	0	0.0
GC_00000069	8	15	5	0	0.625182325182325	0.653202996555597	0.638885571132065	0	15	0	0.0
GC_00000070	8	15	5	0	0.709707413835854	0.68243487834005	0.69580400701871	0	15	0	0.0
GC_00000071	7	15	4	0	0.685378475572318	0.682111568685216	0.683741119840537	0	15	0	0.0
GC_00000072	12	15	2	0	0.838291850315444	0.743102514701622	0.787832302686319	0	15	0	0.0
GC_00000073	11	15	2	0	0.758946814112691	0.83415576938893	0.794776017825477	0	15	0	0.0
GC_00000074	10	15	3	0	0.711253162871221	0.797855730214777	0.752069534849464	0	15	0	0.0
GC_00000075	11	15	3	0	0.683281442753921	0.793533694627474	0.734292104698115	0	15	0	0.0
GC_00000076	9	14	2	0	0.948378082398701	1.0	0.973505184610912	0	14	0	0.0
GC_00000077	9	14	3	0	0.739470852350737	0.682413750155685	0.709797513235548	0	14	0	0.0
GC_00000078	12	14	2	0	0.791864571915723	0.792629412159717	0.792246807442321	0	14	0	0.0
GC_00000079	11	14	2	0	0.72247518502102	0.688685675883265	0.705175894385631	0	14	0	0.0
GC_00000080	8	14	3	0	0.785785674625208	0.760973587625809	0.773180621597559	0	14	0	0.0
GC_00000081	8	14	3	0	0.732931556460968	0.629609332459938	0.677352953961884	1	13	0	0.0714285714285714
GC_00000082	11	14	3	0	0.906572257331613	0.819967529290968	0.861097809303407	0	14	0	0.0
GC_00000083	9	14	3	0	0.766597524437033	0.685905245719988	0.724009997324102	0	14	0	0.0
GC_00000084	11	14	2	0	0.720816081832999	0.706940155832079	0.713810690893055	0	14	0	0.0
GC_00000085	9	14	3	0	0.713401112924145	0.743293308828059	0.728040508467342	0	14	0	0.0
GC_00000086	9	14	4	0	0.762556612895018	0.840701411444349	0.799724574628249	1	13	0	0.0714285714285714
GC_00000087	11	14	2	0	0.743107091954588	0.752191261119832	0.747621582669654	0	14	0	0.0
GC_00000088	8	14	3	0	0.693137920539414	0.672159161170677	0.682487364086067	1	13	0	0.0714285714285714
GC_00000089	11	14	2	0	0.649179125011465	0.76000999000999	0.700236206844595	0	14	0	0.0
GC_00000090	11	14	2	0	0.831607915083213	0.818118996430952	0.824808309985641	0	14	0	0.0
GC_00000091	12	14	2	0	0.638630997409623	0.782225636580379	0.703172334967921	0	14	0	0.0
GC_00000092	8	14	3	0	0.669656973946518	0.688970406048117	0.679176415912813	0	14	0	0.0
GC_00000093	7	14	4	0	0.683046029895916	0.657953091422284	0.670264789602493	0	14	0	0.0
GC_00000094	10	14	3	0	0.669547460161179	0.674366449876653	0.671948315082345	0	14	0	0.0
GC_00000095	12	14	2	0	0.774910476481758	0.759478247045272	0.767116756362182	2	12	0	0.142857142857143
GC_00000096	12	14	2	0	0.723534404542395	0.81202477646577	0.765229852916634	0	14	0	0.0
GC_00000097	12	14	2	0	0.729703088595496	0.763733734141895	0.746330686619087	0	14	0	0.0
GC_00000098	10	14	4	0	0.840766706443914	0.788906625614177	0.814011510480764	0	14	0	0.0
GC_00000099	11	14	2	0	0.785383709504414	0.714617032768233	0.748331064450283	0	14	0	0.0
GC_00000100	12	14	2	0	0.740772717461688	0.791026581971031	0.765075308401195	0	14	0	0.0
GC_00000101	12	14	3	0	0.853075143100719	0.717939929552215	0.779695521451917	0	14	0	0.0
GC_00000102	10	14	4	0	0.736483180428135	0.770280314330543	0.753002707714524	0	14	0	0.0
GC_00000103	12	14	2	0	0.715329715989637	0.765999928324933	0.739798212072231	0	14	0	0.0
GC_00000104	11	14	2	0	0.78560077748447	0.941746691746693	0.856616223901875	0	14	0	0.0
GC_00000105	11	14	2	0	0.712862834376779	0.675566173741234	0.693713563468443	0	14	0	0.0
GC_00000106	10	14	3	0	0.683610492028116	0.685681231002059	0.684644295756737	1	13	0	0.0714285714285714
GC_00000107	8	14	4	0	0.848630380647456	0.588674057424059	0.695143876546223	0	14	0	0.0
GC_00000108	11	14	2	0	0.685395051875499	0.670101417569773	0.677661958123784	0	14	0	0.0
GC_00000109	10	13	2	0	0.875732179868433	0.758528330643715	0.812927515795403	0	13	0	0.0
GC_00000110	11	13	3	0	0.807343660355709	0.815969013460201	0.81163342181668	1	12	0	0.0769230769230769
GC_00000111	4	13	6	0	0.741579448144624	0.603658476468144	0.665548765250476	0	13	0	0.0
GC_00000112	12	13	2	0	0.814916042945645	0.77998740278111	0.797069251464557	1	12	0	0.0769230769230769
GC_00000113	12	13	2	0	0.748889577522983	0.808467455621302	0.777538918046193	0	13	0	0.0
GC_00000114	5	13	5	0	0.622777777777778	0.726708763872943	0.670741137592709	0	13	0	0.0
GC_00000115	11	13	2	0	0.67844582147044	0.76936949229632	0.721052626328777	0	13	0	0.0
GC_00000116	11	13	2	0	0.702607191864509	0.833446715346113	0.762454564243019	0	13	0	0.0
GC_00000117	8	13	3	0	0.650239249032337	0.68191774896113	0.665701843933085	0	13	0	0.0
GC_00000118	12	13	2	0	0.781693954922301	0.82300730943265	0.801818821896394	0	13	0	0.0
GC_00000119	8	13	4	0	0.698234258786124	0.795171363290175	0.743556712586824	0	13	0	0.0
GC_00000120	11	13	2	0	0.693580747134874	0.682202993078573	0.68784482300056	0	13	0	0.0
GC_00000121	11	13	2	0	0.677014520872792	0.726918158567774	0.701079412201727	0	13	0	0.0
GC_00000122	10	13	2	0	0.762142381902861	0.771152825298966	0.766621128565378	1	12	0	0.0769230769230769
GC_00000123	11	13	2	0	0.771578538102644	0.775836562839979	0.773701692064394	0	13	0	0.0
GC_00000124	12	13	2	0	0.754469214437367	0.735127976566086	0.744673030186267	0	13	0	0.0
GC_00000125	11	13	2	0	0.9307845846768	0.680754042705265	0.78637316926844	0	13	0	0.0
GC_00000126	11	13	2	0	0.799249145002443	0.746433935773814	0.771939205892604	1	12	0	0.0769230769230769
GC_00000127	11	13	2	0	0.720638336022951	0.907871127360023	0.803491478870393	0	13	0	0.0
GC_00000128	11	13	2	0	0.765116772823779	0.786393116231035	0.775609059930739	1	12	0	0.0769230769230769
GC_00000129	11	13	2	0	0.729831615983916	0.72097662590508	0.725377097783534	1	12	0	0.0769230769230769
GC_00000130	11	13	2	0	0.8435734870317	0.930673166702577	0.884985418312316	0	13	0	0.0
GC_00000131	12	13	2	0	0.714604118021651	0.781896924311785	0.746737551362387	1	12	0	0.0769230769230769
GC_00000132	3	13	7	0	0.60987885266346	0.651393109601584	0.629952768637245	1	12	0	0.0769230769230769
GC_00000133	12	13	2	0	0.727455508450235	0.777988859483025	0.751874055792319	0	13	0	0.0
GC_00000134	12	13	2	0	0.782115429369327	0.749494877350031	0.765457773739232	1	12	0	0.0769230769230769
GC_00000135	12	13	2	0	0.697989215906538	0.850795602997011	0.766854308725757	0	13	0	0.0
GC_00000136	10	13	2	0	0.785574365959655	0.773218883699982	0.779347658123714	0	13	0	0.0
GC_00000137	11	13	2	0	0.7585714568998	0.738049778673572	0.748169921106988	0	13	0	0.0
GC_00000138	7	13	4	0	0.703863071332951	0.584058662594643	0.638388674191894	0	13	0	0.0
GC_00000139	11	13	2	0	0.718782712726185	0.696446083178677	0.707438127860632	0	13	0	0.0
GC_00000140	12	13	2	0	0.746274186908193	0.771759191270451	0.758802765780164	0	13	0	0.0
GC_00000141	11	13	3	0	0.678169689144512	0.827166797267864	0.745294430630227	0	13	0	0.0
GC_00000142	7	13	4	0	0.725058310516175	0.658294110369211	0.690065103123268	0	13	0	0.0
GC_00000143	12	13	2	0	0.685498262421339	0.77843297286268	0.729015731678568	0	13	0	0.0
GC_00000144	6	13	4	0	0.582984028718213	0.748575090865886	0.655483208897859	0	13	0	0.0
GC_00000145	11	13	2	0	0.735497986369269	0.722764911723177	0.729075858524735	0	13	0	0.0
GC_00000146	11	13	2	0	0.820259283673918	0.782923656710064	0.801156725969834	0	13	0	0.0
GC_00000147	8	13	3	0	0.789504824321864	0.689785352372181	0.736284025979885	0	13	0	0.0
GC_00000148	12	13	2	0	0.759389628100697	0.850209032160251	0.802237149769192	0	13	0	0.0
GC_00000149	12	13	2	0	0.790454494145656	0.886855976178356	0.835884953242671	0	13	0	0.0
GC_00000150	12	13	2	0	0.799856983034036	0.736136888573457	0.76667523442423	0	13	0	0.0
GC_00000151	11	13	2	0	0.667705956907478	0.74189426925276	0.702847819945336	1	12	0	0.0769230769230769
GC_00000152	11	13	2	0	0.743335926918533	0.766481688242871	0.754731393348048	0	13	0	0.0
GC_00000153	9	13	5	0	0.702803107058426	0.739425949330729	0.72064954221674	0	13	0	0.0
GC_00000154	10	13	2	0	0.836610320284698	0.666750424496668	0.742084410710402	1	12	0	0.0769230769230769
GC_00000155	12	13	2	0	0.83664018090857	0.850092470163249	0.843312682154406	0	13	0	0.0
GC_00000156	9	13	3	0	0.781643599882835	0.698722045566129	0.73786042886475	0	13	0	0.0
GC_00000157	11	13	2	0	0.780711175784453	0.760972803681567	0.770715633314165	0	13	0	0.0
GC_00000158	8	13	3	0	0.732835820895522	0.655229312606566	0.691863082775314	0	13	0	0.0
GC_00000159	12	13	2	0	0.719638391998461	0.848968753990892	0.778971982297841	0	13	0	0.0
GC_00000160	10	13	2	0	0.668152968586808	0.753165820029028	0.708116972098269	0	13	0	0.0
GC_00000161	10	13	2	0	0.683124846701006	0.712147983782602	0.697334559408431	1	12	0	0.0769230769230769
GC_00000162	11	13	2	0	0.726505547730249	0.806449130423212	0.764392810256386	0	13	0	0.0
GC_00000163	11	13	2	0	0.673138651843733	0.74293737421431	0.706317815258946	0	13	0	0.0
GC_00000164	9	13	2	0	0.78999583918448	0.690673477300698	0.737003417613659	0	13	0	0.0
GC_00000165	12	13	2	0	0.781285524050797	0.749017483070208	0.764811300847746	0	13	0	0.0
GC_00000166	11	13	2	0	0.810020670754366	0.707653154138633	0.755384553880979	0	13	0	0.0
GC_00000167	11	13	2	0	0.676525699789559	0.922646300213304	0.780646401899152	1	12	0	0.0769230769230769
GC_00000168	6	13	5	0	0.638951841359773	0.593308850853611	0.615285036913796	2	11	0	0.153846153846154
GC_00000169	12	13	2	0	0.694315498004723	0.716438324859155	0.705203451165485	0	13	0	0.0
GC_00000170	12	13	2	0	0.695480402204102	0.751179264775936	0.722257582924594	0	13	0	0.0
GC_00000171	4	13	7	0	0.72900011586143	0.649318423511972	0.686856038643113	0	13	0	0.0
GC_00000172	8	12	4	0	0.750036791758646	0.671926784181686	0.708836454085774	0	12	0	0.0
GC_00000173	9	12	3	0	0.781115632124203	0.845082501872298	0.811840991386236	0	12	0	0.0
GC_00000174	11	12	2	0	0.916625896934116	0.889018389018389	0.902611089642203	0	12	0	0.0
GC_00000175	11	12	2	0	0.730759330759331	0.819818963423007	0.772731514819407	0	12	0	0.0
GC_00000176	12	12	1	1	0.746660942568212	0.963938382995931	0.841500555821927	0	12	0	0.0
GC_00000177	10	12	2	0	0.749248106678262	0.669636165013978	0.707208669247749	0	12	0	0.0
GC_00000178	12	12	1	1	0.810406272273699	0.787890779398017	0.798989935973321	0	12	0	0.0
GC_00000179	12	12	1	1	0.852381555077416	0.816926196780563	0.834277347865019	0	12	0	0.0
GC_00000180	12	12	1	1	0.779998680651758	0.899245533308461	0.835388115357475	0	12	0	0.0
GC_00000181	9	12	3	0	0.89004165684194	0.777922077922077	0.830213560039599	0	12	0	0.0
GC_00000182	12	12	1	1	0.720723014256619	0.882441362368368	0.793425562423934	0	12	0	0.0
GC_00000183	6	12	3	0	0.721121788585997	0.722340175953079	0.721730468065558	0	12	0	0.0
GC_00000184	11	12	2	0	0.729372937293729	0.822935503315252	0.773334563614001	1	11	0	0.0833333333333333
GC_00000185	11	12	2	0	0.760435122996415	0.851464753127896	0.803379557083593	0	12	0	0.0
GC_00000186	10	12	2	0	0.931097394107094	0.805304324749962	0.863644340010687	0	12	0	0.0
GC_00000187	11	12	2	0	0.722893819603843	0.714924480807381	0.718887064535665	0	12	0	0.0
GC_00000188	11	12	2	0	0.754867648242015	0.775457135047261	0.76502388282235	0	12	0	0.0
GC_00000189	8	12	2	0	0.69082822454622	0.696223106907762	0.69351517413413	0	12	0	0.0
GC_00000190	5	12	5	0	0.766931177321954	0.597657872213747	0.671795594034087	0	12	0	0.0
GC_00000191	12	12	1	1	0.803916175507531	0.976549858931149	0.881863750949736	0	12	0	0.0
GC_00000192	11	12	2	0	0.806709346991037	0.828484790186564	0.81745207971085	0	12	0	0.0
GC_00000193	11	12	2	0	0.777841331579248	0.763132643911114	0.770416790098641	0	12	0	0.0
GC_00000194	12	12	1	1	0.821437755217494	0.955097230474059	0.883239487354822	0	12	0	0.0
GC_00000195	11	12	2	0	0.850239529808637	0.875632384987871	0.862749154110992	0	12	0	0.0
GC_00000196	7	12	4	0	0.734066683721327	0.668949279519778	0.699996852581025	0	12	0	0.0
GC_00000197	11	12	2	0	0.772399797057331	0.734416894600266	0.752929621081771	0	12	0	0.0
GC_00000198	12	12	1	1	0.702113854454803	0.918274068032523	0.795776044001278	0	12	0	0.0
GC_00000199	12	12	1	1	0.87622625756627	0.808210282474989	0.840845059229469	0	12	0	0.0
GC_00000200	10	12	2	0	0.657125217488915	0.754033703536192	0.7022519633299	0	12	0	0.0
GC_00000201	11	12	2	0	0.825080906148867	0.876824887730927	0.850166296518301	0	12	0	0.0
GC_00000202	12	12	1	1	0.695139353400223	0.864498371269291	0.770623625364052	0	12	0	0.0
GC_00000203	11	12	2	0	0.64920427294528	0.74161478422774	0.692339502132874	0	12	0	0.0
GC_00000204	12	12	1	1	0.74284217877095	0.836143102887652	0.786736103912159	0	12	0	0.0
GC_00000205	11	12	2	0	0.841431556948798	0.853766568639986	0.847554185292723	0	12	0	0.0
GC_00000206	10	12	2	0	0.875196108064539	0.841122498953481	0.857821076435929	0	12	0	0.0
GC_00000207	6	12	5	0	0.683803689929264	0.670516197701362	0.677094760747665	0	12	0	0.0
GC_00000208	10	12	2	0	0.888076636904762	0.7557581847872	0.816592005720189	0	12	0	0.0
GC_00000209	9	12	3	0	0.801338173535483	0.729276553682362	0.763611026521766	0	12	0	0.0
GC_00000210	12	12	1	1	0.728887455505387	0.983465242767564	0.837252137485257	0	12	0	0.0
GC_00000211	10	12	2	0	0.75887457750982	0.748545858997163	0.753674832496628	0	12	0	0.0
GC_00000212	10	12	2	0	0.798199045763054	0.760198858028598	0.778735651007028	0	12	0	0.0
GC_00000213	12	12	1	1	0.684363967657442	0.727612789952122	0.705326023486326	0	12	0	0.0
GC_00000214	10	12	3	0	0.742127435492364	0.875609375609375	0.803361505968957	0	12	0	0.0
GC_00000215	12	12	1	1	0.703961639456559	0.878959225901951	0.781787126852063	0	12	0	0.0
GC_00000216	10	12	2	0	0.669471075458162	0.757417030018903	0.710733787338635	0	12	0	0.0
GC_00000217	11	12	2	0	0.708627135957474	0.881599489187966	0.785706026054876	0	12	0	0.0
GC_00000218	11	12	2	0	0.693185581454592	0.808503665319032	0.746416856292276	0	12	0	0.0
GC_00000219	11	12	2	0	0.751202067556197	0.890590111642744	0.814979071879313	0	12	0	0.0
GC_00000220	11	12	2	0	0.779546376876945	0.887662395015339	0.830098804169232	1	11	0	0.0833333333333333
GC_00000221	11	12	2	0	0.730175316382213	0.816860745969233	0.771089398810404	0	12	0	0.0
GC_00000222	12	12	1	1	0.806060911912392	0.967702228770491	0.879516462025581	0	12	0	0.0
GC_00000223	12	12	1	1	0.834659452577976	0.788211534013061	0.810770804248503	0	12	0	0.0
GC_00000224	10	12	2	0	0.744664821648216	0.716814820311279	0.730474465735583	0	12	0	0.0
GC_00000225	11	12	2	0	0.732575403623527	0.810004509359452	0.7693466969026	0	12	0	0.0
GC_00000226	11	12	2	0	0.727353535353535	0.780650246513892	0.75306006988039	0	12	0	0.0
GC_00000227	6	12	4	0	0.728534732469804	0.699500177761047	0.713722292384775	0	12	0	0.0
GC_00000228	7	12	3	0	0.836314789332285	0.788840720165678	0.811884348108797	0	12	0	0.0
GC_00000229	11	12	2	0	0.634052834764312	0.802998520260611	0.708594701647191	0	12	0	0.0
GC_00000230	3	12	8	0	0.780730142508374	0.665408822125984	0.718471374092462	0	12	0	0.0
GC_00000231	10	12	3	0	0.726338424564399	0.752567534398147	0.739220386530213	0	12	0	0.0
GC_00000232	11	12	2	0	0.804978295003233	0.812178483903024	0.808562360481519	0	12	0	0.0
GC_00000233	11	12	2	0	0.777861706480345	0.874439186152034	0.823327955079477	0	12	0	0.0
GC_00000234	12	12	1	1	0.783929881462605	0.872258422326954	0.825738764191167	0	12	0	0.0
GC_00000235	12	12	1	1	0.866152754606991	0.911387784708085	0.888194696863841	0	12	0	0.0
GC_00000236	8	12	3	0	0.696253909109056	0.691517748062918	0.693877746845256	0	12	0	0.0
GC_00000237	12	12	1	1	0.652223230490018	0.846109598310571	0.736621830545472	0	12	0	0.0
GC_00000238	11	12	2	0	0.676257058349019	0.799036854160401	0.732537846086336	0	12	0	0.0
GC_00000239	12	12	1	1	0.691455696202532	0.811842198205833	0.746828575301016	0	12	0	0.0
GC_00000240	11	12	2	0	0.653012235990959	0.719375841716265	0.684589489733577	0	12	0	0.0
GC_00000241	12	12	1	1	0.78909542681009	0.965278257446931	0.868340269106539	0	12	0	0.0
GC_00000242	12	12	1	1	0.707319928586063	0.862335282341262	0.77717313468162	0	12	0	0.0
GC_00000243	9	12	2	0	0.731431087626596	0.67610866366473	0.702682669905929	0	12	0	0.0
GC_00000244	9	12	3	0	0.705498774453129	0.716268635553394	0.710842914256722	0	12	0	0.0
GC_00000245	12	12	1	1	0.724754805806199	0.864842235461315	0.788625733619845	0	12	0	0.0
GC_00000246	11	12	2	0	0.8165404950733	0.793688873285525	0.804952534417213	0	12	0	0.0
GC_00000247	10	12	2	0	0.735565523386646	0.649686531537002	0.689963984400817	0	12	0	0.0
GC_00000248	11	12	2	0	0.788920213003983	0.888103375137696	0.835578830062342	0	12	0	0.0
GC_00000249	10	12	2	0	0.825536459850471	0.713890661467756	0.765665046726918	0	12	0	0.0
GC_00000250	12	12	1	1	0.783333333333333	0.975806451612903	0.869040342298288	0	12	0	0.0
GC_00000251	10	12	2	0	0.857295664064223	0.79866527994453	0.826942548388346	0	12	0	0.0
GC_00000252	7	12	4	0	0.461003428270042	0.692225478801354	0.553434477589867	0	12	0	0.0
GC_00000253	11	12	2	0	0.617517390026452	0.751130250674584	0.677801909231951	0	12	0	0.0
GC_00000254	11	12	2	0	0.682988836078258	0.813541476982621	0.742570653753465	0	12	0	0.0
GC_00000255	12	12	1	1	0.888847499016991	0.961830734596911	0.92390003556123	0	12	0	0.0
GC_00000256	11	12	2	0	0.86814826448877	0.796159031560492	0.830596709089765	0	12	0	0.0
GC_00000257	6	12	3	0	0.793392275476966	0.784183923878281	0.788761224988718	1	11	0	0.0833333333333333
GC_00000258	11	12	2	0	0.811553985872856	0.852248806549882	0.831403720514021	0	12	0	0.0
GC_00000259	10	12	2	0	0.760937586204179	0.714552400410453	0.737015884509345	0	12	0	0.0
GC_00000260	10	12	2	0	0.773791973791974	0.908250200665062	0.835646960750479	0	12	0	0.0
GC_00000261	12	12	1	1	0.806325348363864	0.788525650594617	0.797326170689001	0	12	0	0.0
GC_00000262	10	12	2	0	0.723264186524944	0.810455963959718	0.764381655026677	0	12	0	0.0
GC_00000263	12	12	1	1	0.797438448147227	0.89747519309563	0.844504649461683	0	12	0	0.0
GC_00000264	11	12	2	0	0.786523095329659	0.76176921193865	0.773948272801168	0	12	0	0.0
GC_00000265	11	12	2	0	0.78850445195643	0.873784462228282	0.828956907115361	0	12	0	0.0
GC_00000266	12	12	1	1	0.816420581655481	0.902656678307238	0.85737564855553	0	12	0	0.0
GC_00000267	12	12	1	1	0.772026961964372	0.899608848929247	0.830949279824098	0	12	0	0.0
GC_00000268	10	12	2	0	0.689853704577631	0.724390365228157	0.706700332258225	0	12	0	0.0
GC_00000269	10	12	2	0	0.576637300695717	0.708668429159633	0.635871513814654	0	12	0	0.0
GC_00000270	12	12	1	1	0.847717603771415	0.902487732511694	0.874245692408468	0	12	0	0.0
GC_00000271	10	12	2	0	0.773973339066867	0.812156242879929	0.792605202374777	0	12	0	0.0
GC_00000272	5	12	3	0	0.702466955637609	0.758954942295432	0.729619240733201	0	12	0	0.0
GC_00000273	9	12	3	0	0.801247635117861	0.691436990350034	0.742303154864097	0	12	0	0.0
GC_00000274	10	12	2	0	0.830725322310796	0.74547866766754	0.785796775558792	0	12	0	0.0
GC_00000275	12	12	1	1	0.717447379281882	0.833522983865449	0.771141595680735	0	12	0	0.0
GC_00000276	11	12	2	0	0.750093156129673	0.816188310666839	0.781746166219272	0	12	0	0.0
GC_00000277	11	12	2	0	0.7756017436351	0.917713939595703	0.840694430173357	0	12	0	0.0
